objID;RAdeg;DEdeg;XposW1;XposW2;YposW1;YposW2;FW1;FW2;e_XposW1;e_XposW2;e_YposW1;e_YposW2;e_FW1;e_FW2;q_W1;q_W2;rchi2W1;rchi2W2;fFW1;fFW2;FW1lbs;FW2lbs;e_FW1lbs;e_FW2lbs;fwhmW1;fwhmW2;SpModW1;SpModW2;e_SpModW1;e_SpModW2;skyW1;skyW2;RAW1deg;RAW2deg;DEW1deg;DEW2deg;coaddID;detIDW1;detIDW2;nmW1;nmW2;PrimW1;PrimW2;FlagsW1;FlagsW2;f_FlagsW1;f_FlagsW2;Prim
2530p469o0013143;252.3208889;46.7277567;738.871;738.904;1716.416;1716.417;9.60390e+02;1.32157e+03;0.011;0.029;0.010;0.027;7.03003e+00;2.18416e+01;1.00000;1.00000;1.3629e+00;8.1504e-01;0.9360;0.9666;9.62371e+02;1.30695e+03;7.15786e+00;2.23618e+01;2.6286;2.8442;-7.014871e-04;3.661513e-04;3.261424e-04;0.000678;-2.29786e+00;1.59844e-01;252.3208889;252.3208872;46.7277567;46.7277820;2530p469;2530p469w1o0017249;2530p469w2o0012437;316;308;1;1;0;0;0;0;1
0291m727o0108209;27.0313578;-72.0497177;0.000;1850.478;0.000;1894.316;0.00000e+00;5.12482e+02;0.000;0.068;0.000;0.076;0.00000e+00;2.03705e+01;0.00000;1.00000;0.0000e+00;4.7423e-01;0.0000;0.6238;0.00000e+00;5.25937e+02;0.00000e+00;2.08574e+01;0.0000;2.8470;0.000000e+00;7.694960e-05;0.000000e+00;0.001539;0.00000e+00;-1.99550e+00;0.0000000;27.0313578;0.0000000;-72.0497177;0291m727;;0291m727w2o0050962;0;274;0;1;0;0;0;0;1
2333p257o0023907;233.0970243;26.1885654;1603.706;1603.655;1302.573;1302.563;1.67786e+03;2.05952e+03;0.009;0.025;0.008;0.023;9.31296e+00;2.85360e+01;1.00000;1.00000;1.7615e+00;4.4345e-01;0.9569;0.9600;1.69128e+03;2.05489e+03;9.48021e+00;2.92043e+01;2.6184;2.8347;-4.510283e-04;2.140403e-04;2.464755e-04;0.000563;-1.96243e+00;-2.63774e+00;233.0970243;233.0970325;26.1885654;26.1885259;2333p257;2333p257w1o0036557;2333p257w2o0022788;160;157;1;1;0;0;0;0;1
1769p030o0009046;177.0174699;2.9012884;856.460;856.450;968.717;968.710;1.58044e+03;1.86507e+03;0.011;0.034;0.010;0.031;1.03538e+01;3.42682e+01;1.00000;1.00000;1.0793e+00;6.8988e-01;0.9934;0.9975;1.57740e+03;1.84274e+03;1.05515e+01;3.51193e+01;2.6289;2.8490;-6.681681e-05;4.621148e-04;2.730342e-04;0.000720;-1.55513e-01;-1.96099e-01;177.0174699;177.0174754;2.9012884;2.9012809;1769p030;1769p030w1o0016728;1769p030w2o0008921;119;106;1;1;0;0;0;0;1
1548p363o0003354;155.3167278;35.7687047;268.216;268.193;493.826;493.891;8.09012e+02;9.75218e+02;0.018;0.056;0.016;0.053;8.54305e+00;2.94953e+01;1.00000;1.00000;1.2213e+00;6.5741e-01;0.9857;0.9893;8.01949e+02;9.77154e+02;8.71838e+00;3.02442e+01;2.6368;2.8506;-4.252791e-04;-1.738369e-03;4.224624e-04;0.001175;-3.92242e-01;-2.13710e-01;155.3167278;155.3166667;35.7687047;35.7686872;1548p363;1548p363w1o0005746;1548p363w2o0003264;127;129;1;1;0;0;0;0;1
1991p090o0068240;198.7848947;8.4406287;0.000;177.961;0.000;1494.715;0.00000e+00;5.80676e+02;0.000;0.095;0.000;0.089;0.00000e+00;2.92621e+01;0.00000;1.00000;0.0000e+00;7.6579e-01;0.0000;0.9988;0.00000e+00;5.86701e+02;0.00000e+00;3.00083e+01;0.0000;2.8404;0.000000e+00;1.072764e-03;0.000000e+00;0.001932;0.00000e+00;-4.70495e-01;0.0000000;198.7848947;0.0000000;8.4406287;1991p090;;1991p090w2o0001960;0;127;0;1;0;0;0;0;1
3447p075o0003986;345.2047916;7.0603454;353.683;353.823;427.095;427.011;8.91100e+01;3.19260e+02;0.147;0.180;0.149;0.177;7.47936e+00;3.08014e+01;1.00000;1.00000;1.0165e+00;1.0710e+00;0.9671;0.9963;8.51511e+01;3.14127e+02;7.64929e+00;3.16175e+01;2.6474;2.8668;-1.100445e-02;-4.675329e-03;3.170390e-03;0.003678;-1.98073e+00;-2.73709e+00;345.2047916;345.2048557;7.0603454;7.0604524;3447p075;3447p075w1o0006796;3447p075w2o0003837;127;108;1;1;0;0;0;0;1
3297p000o0022051;329.8336924;0.5527238;1747.089;1747.057;912.820;912.768;4.88294e+02;6.10257e+02;0.029;0.097;0.030;0.095;8.55498e+00;3.17319e+01;1.00000;1.00000;1.3438e+00;9.8437e-01;0.9939;0.9952;4.87808e+02;6.08305e+02;8.73600e+00;3.25609e+01;2.6434;2.8696;2.563298e-03;4.530549e-03;6.717805e-04;0.001986;-9.18220e-01;-2.19993e+00;329.8336924;329.8337317;0.5527238;0.5526991;3297p000;3297p000w1o0036637;3297p000w2o0021044;115;106;1;1;0;0;0;0;1
0620p136o0022361;62.7268902;14.1918539;1760.216;1760.340;188.696;188.599;1.84527e+02;9.51986e+02;0.078;0.064;0.077;0.061;8.33811e+00;3.26844e+01;1.00000;1.00000;3.3877e-01;4.9339e-01;0.9839;0.9983;1.86806e+02;9.43958e+02;8.51932e+00;3.35150e+01;2.6215;2.8456;-1.264572e-03;-7.033944e-04;1.667670e-03;0.001300;-1.55329e-01;-6.03047e-01;62.7268902;62.7269671;14.1918539;14.1919484;0620p136;0620p136w1o0036171;0620p136w2o0021354;111;112;1;1;0;0;0;0;1
0408m031o0006150;40.2983276;-3.4497938;472.286;472.296;1732.028;1732.067;3.48124e+03;4.71178e+03;0.005;0.014;0.005;0.013;1.25016e+01;3.80786e+01;1.00000;1.00000;3.2661e+00;1.0650e+00;0.9996;0.9998;3.47900e+03;4.71406e+03;1.27205e+01;3.89580e+01;2.6232;2.8481;4.494190e-05;-5.006790e-04;1.654305e-04;0.000334;-1.13324e-01;-6.51870e-01;40.2983276;40.2982978;-3.4497938;-3.4497859;0408m031;0408m031w1o0010343;0408m031w2o0005952;124;124;1;1;0;0;0;0;1
1512m455o0139502;151.8904713;-45.9211075;382.547;0.000;433.426;0.000;7.03857e+01;0.00000e+00;0.159;0.000;0.149;0.000;6.13493e+00;0.00000e+00;1.00000;0.00000;1.8597e+00;0.0000e+00;0.3322;0.0000;7.11494e+01;0.00000e+00;6.28649e+00;0.00000e+00;2.6420;0.0000;1.405424e-02;0.000000e+00;3.319914e-03;0.000000;-8.79705e+00;0.00000e+00;151.8904713;0.0000000;-45.9211075;0.0000000;1512m455;1512m455w1o0133547;;179;0;1;0;0;0;0;0;1
1525p075o0010066;152.6291791;7.4810362;904.141;904.148;910.823;910.844;1.48843e+03;1.76637e+03;0.011;0.035;0.010;0.033;1.00581e+01;3.37460e+01;1.00000;1.00000;1.0561e+00;7.0250e-01;0.9986;0.9985;1.48868e+03;1.76274e+03;1.02521e+01;3.45941e+01;2.6310;2.8466;4.452467e-05;-8.771420e-04;2.830452e-04;0.000749;-1.16626e+00;-2.05893e+00;152.6291791;152.6291631;7.4810362;7.4810419;1525p075;1525p075w1o0018364;1525p075w2o0009845;125;111;1;1;0;0;0;0;1
2314p287o0002794;231.5879121;28.1350791;186.598;186.650;840.081;840.099;2.05799e+03;2.42610e+03;0.007;0.021;0.007;0.019;1.00207e+01;2.87623e+01;1.00000;1.00000;3.0173e+00;9.6443e-01;0.8591;0.8510;2.04666e+03;2.42729e+03;1.02014e+01;2.94359e+01;2.6207;2.8392;4.512072e-05;-1.179099e-03;2.189776e-04;0.000492;-2.73311e+00;-9.74763e+00;231.5879121;231.5878960;28.1350791;28.1351184;2314p287;2314p287w1o0004099;2314p287w2o0002661;181;183;1;1;32;0;0;0;1
1817p318o0019850;181.1268824;32.2163908;1566.342;1566.360;1730.941;1730.942;1.29726e+04;1.58246e+04;0.002;0.005;0.002;0.005;1.98218e+01;4.98978e+01;1.00000;1.00000;1.5944e+01;2.2067e+00;0.9996;0.9997;1.30001e+04;1.58510e+04;2.01576e+01;5.09021e+01;2.6337;2.8540;-3.534555e-04;-5.115271e-04;8.641448e-05;0.000150;-6.31852e-01;-9.71264e-01;181.1268824;181.1268819;32.2163908;32.2164043;1817p318;1817p318w1o0033759;1817p318w2o0019339;156;160;1;1;0;0;0;0;1
2027p378o0011687;203.3170865;37.7396275;866.320;866.327;424.129;424.133;3.40962e+03;4.23973e+03;0.005;0.013;0.004;0.012;1.15165e+01;3.24368e+01;1.00000;1.00000;3.3664e+00;1.8669e+00;0.9961;0.9974;3.41473e+03;4.24247e+03;1.17133e+01;3.31672e+01;2.6306;2.8484;-5.426407e-04;-1.258016e-03;1.656305e-04;0.000329;-1.40251e+00;-2.31963e+00;203.3170865;203.3170826;37.7396275;37.7396324;2027p378;2027p378w1o0018776;2027p378w2o0011257;173;169;1;1;0;0;0;0;1
2229p242o0008581;222.5665702;23.9119586;606.273;606.282;1465.320;1465.373;1.43087e+07;2.16413e+07;0.001;0.001;0.001;0.002;2.71384e+03;9.50250e+03;0.04539;0.02362;2.1331e+03;9.3704e+01;0.9984;1.0000;1.44305e+07;2.12659e+07;4.45193e+03;1.98771e+04;2.6267;2.8421;3.834963e-04;2.945662e-04;4.403090e-06;0.000009;-7.03999e+00;-2.28488e+01;222.5665702;222.5665263;23.9119586;23.9119655;2229p242;2229p242w1o0013348;2229p242w2o0008289;0;0;1;1;225;225;24;24;1
3462p075o0028318;346.1436560;8.0668142;1671.008;1671.120;1188.789;1188.916;1.81380e+02;4.09633e+02;0.078;0.142;0.079;0.139;8.14791e+00;3.08735e+01;1.00000;1.00000;1.3529e+00;6.5452e-01;0.4032;0.5815;1.87573e+02;4.18943e+02;8.34062e+00;3.17316e+01;2.6562;2.8705;-5.293667e-03;-6.024599e-03;1.657616e-03;0.002902;-4.82081e-01;4.60546e-01;346.1436560;346.1435574;8.0668142;8.0668998;3462p075;3462p075w1o0063484;3462p075w2o0019505;112;113;1;1;0;0;0;0;1
0501m470o0024477;50.7922314;-46.5232586;1577.122;1577.125;474.047;474.060;5.81081e+03;8.07704e+03;0.003;0.007;0.003;0.007;1.35863e+01;3.65913e+01;1.00000;1.00000;5.5668e+00;2.0686e+00;0.9982;0.9990;5.81366e+03;8.07801e+03;1.38065e+01;3.73281e+01;2.6224;2.8466;1.420379e-04;-1.481771e-04;1.256197e-04;0.000209;-6.93307e-01;-8.86496e-01;50.7922314;50.7922167;-46.5232586;-46.5232563;0501m470;0501m470w1o0036023;0501m470w2o0023349;245;237;1;1;0;0;0;0;1
3536p454o0013488;353.8625464;45.1945224;711.240;711.261;789.896;789.868;3.70692e+03;6.09886e+03;0.005;0.010;0.005;0.010;1.24250e+01;3.75352e+01;1.00000;1.00000;3.0923e+00;1.3816e+00;0.9425;0.9607;3.71480e+03;6.12127e+03;1.26255e+01;3.83470e+01;2.6316;2.8585;6.790161e-04;-4.730821e-04;1.548482e-04;0.000264;-3.07824e+00;-5.20350e+00;353.8625464;353.8625771;45.1945224;45.1945388;3536p454;3536p454w1o0016283;3536p454w2o0012311;149;141;1;1;0;0;0;0;1
1830p075o0001384;182.4294661;6.8923966;134.031;134.126;1831.146;1831.157;5.26374e+02;7.68935e+02;0.028;0.081;0.026;0.076;8.58636e+00;3.30779e+01;1.00000;1.00000;7.7751e-01;5.3633e-01;0.9929;0.9914;5.21450e+02;7.85447e+02;8.76545e+00;3.39245e+01;2.6303;2.8451;-4.134178e-04;-1.919508e-03;6.297367e-04;0.001662;-1.22068e+00;-1.18592e+00;182.4294661;182.4294569;6.8923966;6.8924692;1830p075;1830p075w1o0002763;1830p075w2o0001368;123;104;1;1;0;0;0;0;1
0321p090o0069126;31.4306082;8.7277641;0.000;554.595;0.000;1980.532;0.00000e+00;4.44860e+02;0.000;0.130;0.000;0.128;0.00000e+00;3.11715e+01;0.00000;1.00000;0.0000e+00;1.1481e+00;0.0000;0.9574;0.00000e+00;4.56001e+02;0.00000e+00;3.19842e+01;0.0000;2.8499;0.000000e+00;-3.168821e-03;0.000000e+00;0.002627;0.00000e+00;-4.46618e-01;0.0000000;31.4306082;0.0000000;8.7277641;0321p090;;0321p090w2o0006065;0;117;0;1;0;0;0;0;1
2215p106o0054495;221.2450318;10.9250513;1447.755;0.000;1400.402;0.000;4.79765e+01;0.00000e+00;0.240;0.000;0.225;0.000;6.34671e+00;0.00000e+00;1.00000;0.00000;1.1407e+00;0.0000e+00;0.9262;0.0000;4.14184e+01;0.00000e+00;6.48858e+00;0.00000e+00;2.6311;0.0000;7.864237e-03;0.000000e+00;4.901055e-03;0.000000;-3.89971e-01;0.00000e+00;221.2450318;0.0000000;10.9250513;0.0000000;2215p106;2215p106w1o0050685;;158;0;1;0;0;0;0;0;1
2629p424o0011908;262.6497804;42.1281620;662.243;662.308;1288.857;1288.811;9.26560e+02;1.43530e+03;0.012;0.028;0.011;0.026;7.05405e+00;2.26984e+01;1.00000;1.00000;1.3028e+00;6.0217e-01;0.9809;0.9946;9.28315e+02;1.43345e+03;7.18258e+00;2.32316e+01;2.6169;2.8367;3.955960e-04;-1.234412e-04;3.348145e-04;0.000652;-1.36232e+00;-7.64771e-01;262.6497804;262.6498276;42.1281620;42.1282113;2629p424;2629p424w1o0015752;2629p424w2o0011185;273;270;1;1;0;0;0;0;1
0015p015o0026874;1.8957862;1.2131544;629.116;628.949;521.987;521.822;1.05911e+02;4.64755e+02;0.127;0.125;0.130;0.124;7.81964e+00;3.15196e+01;1.00000;1.00000;5.7120e-01;6.1417e-01;0.5792;0.8355;1.06487e+02;4.66179e+02;7.99348e+00;3.23576e+01;2.6305;2.8551;-2.483010e-03;-4.136682e-03;2.717754e-03;0.002600;1.95434e+00;8.75973e-01;1.8957862;1.8959124;1.2131544;1.2130262;0015p015;0015p015w1o0057162;0015p015w2o0007088;123;117;1;1;0;0;0;0;1
2649p424o0082586;265.7650929;42.1985168;757.739;0.000;228.708;0.000;9.21815e+01;0.00000e+00;0.101;0.000;0.089;0.000;5.00413e+00;0.00000e+00;1.00000;0.00000;1.8246e+00;0.0000e+00;0.3472;0.0000;9.11045e+01;0.00000e+00;5.10436e+00;0.00000e+00;2.6268;0.0000;5.131364e-03;0.000000e+00;2.020086e-03;0.000000;-1.19140e+00;0.00000e+00;265.7650929;0.0000000;42.1985168;0.0000000;2649p424;2649p424w1o0075473;;297;0;1;0;0;0;0;0;1
3418p015o0000047;342.4730944;0.7346338;2.651;2.691;207.805;207.813;3.69202e+03;5.63999e+03;0.005;0.012;0.005;0.012;1.29823e+01;4.11316e+01;0.97107;0.97173;2.2338e+00;1.2033e+00;0.9834;0.9925;3.69099e+03;5.62809e+03;1.32918e+01;4.24677e+01;2.6448;2.8798;1.460910e-04;1.440644e-04;1.585933e-04;0.000300;-2.32393e+00;1.72975e+00;342.4730944;342.4730882;0.7346338;0.7346644;3418p015;3418p015w1o0000076;3418p015w2o0000043;121;111;0;0;0;0;0;0;0
2318p075o0005048;231.4459299;7.0777250;376.387;376.328;1567.169;1567.100;7.35739e+02;8.70834e+02;0.018;0.061;0.017;0.057;8.10111e+00;2.85843e+01;1.00000;1.00000;9.2442e-01;3.2072e-01;0.9971;0.9957;7.38157e+02;8.64611e+02;8.26139e+00;2.92995e+01;2.6135;2.8334;-6.353259e-04;1.836777e-03;4.430875e-04;0.001282;-1.12134e+00;-2.98660e-01;231.4459299;231.4459830;7.0777250;7.0776803;2318p075;2318p075w1o0008192;2318p075w2o0004807;147;138;1;1;0;0;0;0;1
2435p000o0031136;243.5850439;0.7785409;2042.744;2042.741;951.877;951.820;1.41187e+03;1.75487e+03;0.011;0.033;0.010;0.031;9.60167e+00;3.18258e+01;0.98385;0.98628;9.9996e-01;8.9583e-01;0.9577;0.9904;1.41171e+03;1.77353e+03;9.83834e+00;3.28618e+01;2.6283;2.8430;-2.677441e-04;3.452897e-04;2.859062e-04;0.000720;-1.91364e+00;-1.01421e+00;243.5850439;243.5850876;0.7785409;0.7785386;2435p000;2435p000w1o0047099;2435p000w2o0029095;138;128;0;0;0;0;0;0;0
2163p015o0009287;215.8369808;1.2772080;712.990;712.208;1633.866;1633.775;8.60364e+01;1.12367e+03;0.154;0.052;0.143;0.049;7.37984e+00;3.13842e+01;1.00000;1.00000;7.2809e-01;6.8828e-01;0.4947;0.8763;8.64203e+01;1.13286e+03;7.54208e+00;3.21688e+01;2.6096;2.8330;3.014922e-03;3.132224e-04;3.183485e-03;0.001089;-1.96111e+00;-5.09066e+00;215.8369808;215.8370506;1.2772080;1.2766104;2163p015;2163p015w1o0015526;2163p015w2o0008963;122;118;1;1;0;0;0;0;1
2178p378o0025333;217.3962628;38.5394204;1912.901;1912.938;1535.360;1535.380;2.03175e+03;2.69593e+03;0.007;0.018;0.007;0.017;9.60410e+00;2.87319e+01;1.00000;1.00000;1.6420e+00;7.4420e-01;0.9924;0.9960;2.03496e+03;2.69893e+03;9.77282e+00;2.93961e+01;2.6319;2.8486;-1.965761e-04;3.709793e-04;2.165907e-04;0.000444;-1.14016e+00;-3.49327e+00;217.3962628;217.3962433;38.5394204;38.5394486;2178p378;2178p378w1o0040898;2178p378w2o0024568;179;187;1;1;0;0;0;0;1
0594m652o0037465;61.1804467;-64.3417694;2029.936;2030.003;24.335;23.965;6.05577e+01;5.64404e+02;0.108;0.052;0.115;0.055;3.90190e+00;1.71960e+01;1.00000;1.00000;1.2257e+00;3.9664e-01;0.9449;0.9978;6.04725e+01;5.82412e+02;3.99014e+00;1.76308e+01;2.6515;2.8725;3.655553e-03;-3.327787e-03;2.393207e-03;0.001223;-8.41642e-01;-1.66993e+00;61.1804467;61.1810961;-64.3417694;-64.3417099;0594m652;0594m652w1o0049324;0594m652w2o0035151;496;483;0;0;0;0;0;0;0
0322p212o0007722;31.5654382;20.9096584;642.488;642.643;1906.066;1906.092;2.70350e+02;1.27106e+03;0.050;0.047;0.051;0.046;7.99343e+00;3.27039e+01;1.00000;1.00000;8.5167e-01;2.2162e+00;0.8425;0.9648;2.68091e+02;1.27326e+03;8.16423e+00;3.35186e+01;2.6231;2.8450;-7.930398e-04;3.177881e-03;1.095330e-03;0.000998;-4.77196e-01;3.22999e-01;31.5654382;31.5654159;20.9096584;20.9097769;0322p212;0322p212w1o0013143;0322p212w2o0007495;125;120;1;1;0;0;0;0;1
0384m652o0026335;38.5047463;-64.7019696;1572.189;1572.192;991.086;991.103;4.99971e+03;6.52679e+03;0.003;0.008;0.003;0.008;1.27504e+01;3.38262e+01;1.00000;1.00000;3.0803e+00;1.8353e+00;0.9941;0.9958;5.01535e+03;6.54399e+03;1.29663e+01;3.45392e+01;2.6512;2.8689;-1.146197e-04;-7.812381e-04;1.359422e-04;0.000238;-1.70503e+00;-1.16127e+00;38.5047463;38.5047159;-64.7019696;-64.7019672;0384m652;0384m652w1o0037137;0384m652w2o0024975;261;245;1;1;0;0;0;0;1
1296p075o0086452;130.1526561;7.9926823;0.000;1574.311;0.000;386.114;0.00000e+00;2.06518e+02;0.000;0.277;0.000;0.258;0.00000e+00;2.99864e+01;0.00000;1.00000;0.0000e+00;7.5466e-01;0.0000;0.9666;0.00000e+00;2.05023e+02;0.00000e+00;3.07673e+01;0.0000;2.8401;0.000000e+00;-1.378059e-04;0.000000e+00;0.005539;0.00000e+00;8.80696e-01;0.0000000;130.1526561;0.0000000;7.9926823;1296p075;;1296p075w2o0020674;0;125;0;1;0;0;0;0;1
2160p590o0022402;214.8584999;59.3181743;1363.649;1363.629;1786.213;1786.218;1.06991e+03;1.26468e+03;0.010;0.031;0.010;0.030;7.28140e+00;2.22621e+01;1.00000;1.00000;1.4069e+00;6.8050e-01;0.9850;0.9852;1.07589e+03;1.27505e+03;7.41527e+00;2.28060e+01;2.6288;2.8559;-7.257462e-04;-1.427889e-03;3.021598e-04;0.000709;-6.90234e-01;-1.71005e+00;214.8584999;214.8584940;59.3181743;59.3181589;2160p590;2160p590w1o0033046;2160p590w2o0021328;292;288;1;1;0;0;0;0;1
1300p000o0014383;129.3215783;-0.0057303;1015.998;1016.072;2022.326;2022.287;7.36701e+02;1.30163e+03;0.019;0.044;0.018;0.041;8.51841e+00;3.09779e+01;1.00000;1.00000;3.5761e-01;1.1238e+00;0.9867;0.9962;7.38306e+02;1.29095e+03;8.69367e+00;3.17641e+01;2.6375;2.8562;8.279085e-05;-1.293004e-03;4.607756e-04;0.000932;-1.78327e+00;-8.86691e-01;129.3215783;129.3216080;-0.0057303;-0.0056738;1300p000;1300p000w1o0021784;1300p000w2o0013549;125;120;0;0;0;0;0;0;0
2122p439o0006167;212.2890027;43.4637081;427.622;427.643;989.119;989.121;2.08017e+03;2.60803e+03;0.007;0.020;0.007;0.018;9.74127e+00;2.91758e+01;1.00000;1.00000;3.9955e+00;6.3236e-01;0.9992;0.9994;2.08408e+03;2.61239e+03;9.91315e+00;2.98583e+01;2.6373;2.8619;1.045406e-03;4.537702e-04;2.120402e-04;0.000459;-1.53278e+00;-2.71499e+00;212.2890027;212.2890003;43.4637081;43.4637240;2122p439;2122p439w1o0009648;2122p439w2o0005944;174;174;1;1;0;0;0;0;1
1846p151o0001233;184.4015989;14.4532060;118.801;118.729;1395.940;1395.933;1.90162e+03;2.26411e+03;0.010;0.029;0.009;0.027;1.12288e+01;3.58944e+01;1.00000;1.00000;2.6559e+00;8.6848e-01;0.7266;0.7061;1.91112e+03;2.18180e+03;1.14617e+01;3.68287e+01;2.6396;2.8562;1.055598e-04;-3.027916e-05;2.463737e-04;0.000633;-3.65644e+00;1.88702e+00;184.4015989;184.4016041;14.4532060;14.4531510;1846p151;1846p151w1o0002231;1846p151w2o0001207;121;111;1;1;32;32;0;0;1
1255m803o0053109;122.8261825;-80.8613023;230.086;230.003;1594.102;1594.183;7.42409e+01;1.69353e+03;0.109;0.022;0.113;0.023;4.73448e+00;2.23061e+01;1.00000;1.00000;4.5557e-01;5.3835e-01;0.2948;0.8980;7.03431e+01;1.68968e+03;4.83412e+00;2.28145e+01;2.6217;2.8491;4.043996e-03;-7.289648e-05;2.356501e-03;0.000554;-5.96589e-01;-4.33524e-01;122.8261825;122.8257738;-80.8613023;-80.8613632;1255m803;1255m803w1o0069881;1255m803w2o0004359;383;371;1;1;0;0;0;0;1
0782m303o0023852;78.0265051;-29.8313055;1622.260;1622.248;1289.880;1289.881;1.10532e+04;1.65349e+04;0.002;0.005;0.002;0.004;1.84162e+01;4.98022e+01;1.00000;1.00000;1.5315e+01;2.8580e+00;0.9994;0.9995;1.10527e+04;1.65044e+04;1.87223e+01;5.07847e+01;2.6317;2.8521;3.617406e-04;-2.005696e-04;9.273097e-05;0.000144;-2.77308e-01;2.82442e-01;78.0265051;78.0265039;-29.8313055;-29.8313150;0782m303;0782m303w1o0035996;0782m303w2o0022649;154;151;1;1;0;0;0;0;1
3341m213o0005581;333.4373856;-21.6025803;497.278;497.288;1917.177;1917.170;5.12801e+03;7.00421e+03;0.004;0.010;0.004;0.010;1.44156e+01;4.36702e+01;1.00000;1.00000;8.0688e+00;1.4902e+00;0.9945;0.9953;5.13358e+03;7.03072e+03;1.46644e+01;4.46694e+01;2.6355;2.8566;-3.648400e-04;-7.695556e-04;1.337174e-04;0.000262;-1.20948e+00;-3.15091e+00;333.4373856;333.4373917;-21.6025803;-21.6025725;3341m213;3341m213w1o0010216;3341m213w2o0005453;122;116;1;1;0;0;0;0;1
2208p000o0017407;220.8622343;0.2052228;1292.156;1292.176;995.926;995.913;6.41492e+02;7.73574e+02;0.022;0.070;0.020;0.066;8.17633e+00;2.92477e+01;1.00000;1.00000;9.6897e-01;8.8323e-01;0.9843;0.9941;6.40172e+02;7.52749e+02;8.34231e+00;2.99998e+01;2.6248;2.8401;-3.911853e-04;-2.685308e-03;5.073716e-04;0.001478;-1.20342e+00;-2.39747e+00;220.8622343;220.8622447;0.2052228;0.2052377;2208p000;2208p000w1o0028860;2208p000w2o0016751;141;129;1;1;0;0;0;0;1
0613m409o0016941;60.3739322;-40.8461425;1075.865;1075.887;1959.384;1959.387;7.38505e+03;9.47444e+03;0.003;0.006;0.003;0.006;1.51171e+01;3.89651e+01;1.00000;1.00000;7.2183e+00;1.5607e+00;0.9995;0.9997;7.39519e+03;9.48295e+03;1.53640e+01;3.97427e+01;2.6173;2.8442;4.605651e-04;-3.761053e-04;1.125647e-04;0.000193;-6.77331e-01;-1.06931e+00;60.3739322;60.3739300;-40.8461425;-40.8461262;0613m409;0613m409w1o0024997;0613m409w2o0016158;220;219;1;1;0;0;0;0;1
1792p090o0015771;179.4958593;9.3669330;1390.522;1390.513;685.122;685.159;4.19438e+02;1.05658e+03;0.035;0.057;0.032;0.053;8.34029e+00;3.20664e+01;1.00000;1.00000;6.3232e-01;4.9337e-01;0.9388;0.9636;4.31188e+02;1.06589e+03;8.51827e+00;3.28903e+01;2.6377;2.8577;-1.769960e-03;-4.288554e-04;7.578110e-04;0.001169;-2.48220e+00;-3.73380e+00;179.4958593;179.4958306;9.3669330;9.3669260;1792p090;1792p090w1o0028167;1792p090w2o0015349;115;111;1;1;0;0;0;0;1
1369p106o0004722;136.3401065;10.1149021;387.664;387.692;1774.683;1774.676;7.81139e+02;1.64555e+03;0.020;0.038;0.019;0.035;9.18282e+00;3.39385e+01;1.00000;1.00000;8.7617e-01;6.0034e-01;0.9027;0.9398;7.85791e+02;1.65831e+03;9.36873e+00;3.47843e+01;2.6281;2.8440;-3.309846e-04;-9.010434e-04;4.618446e-04;0.000808;-1.98937e+00;-1.96444e+00;136.3401065;136.3401120;10.1149021;10.1149237;1369p106;1369p106w1o0008003;1369p106w2o0004585;118;109;1;1;0;0;0;0;1
3403p000o0014594;340.2162391;0.1393724;1205.952;1205.870;1182.137;1182.231;3.42686e+02;4.22009e+02;0.041;0.137;0.041;0.134;8.24599e+00;3.09295e+01;1.00000;1.00000;5.9089e-01;9.2900e-01;0.9373;0.9595;3.34951e+02;4.22387e+02;8.42270e+00;3.17430e+01;2.6347;2.8639;1.507044e-03;-8.649230e-04;9.077342e-04;0.002780;-7.73586e-01;-6.11813e-01;340.2162391;340.2161671;0.1393724;0.1393098;3403p000;3403p000w1o0025131;3403p000w2o0014173;119;119;1;1;0;0;0;0;1
0227m061o0015666;23.5701913;-5.7813171;1384.709;1384.694;0.630;0.599;2.10684e+03;2.59047e+03;0.008;0.024;0.010;0.028;1.11880e+01;3.55243e+01;0.84427;0.82883;2.6087e+00;1.4852e+00;0.9989;0.9997;2.10248e+03;2.60828e+03;1.14265e+01;3.65840e+01;2.6334;2.8512;1.871586e-05;-1.081049e-03;2.053943e-04;0.000481;-3.62392e-01;7.84143e-01;23.5701913;23.5702151;-5.7813171;-5.7813286;0227m061;0227m061w1o0027899;0227m061w2o0015361;125;122;0;0;0;0;0;0;0
0109p151o0008995;10.5886431;14.9899425;821.629;821.610;1488.685;1488.543;7.15180e+02;8.14458e+02;0.020;0.071;0.020;0.070;8.69961e+00;3.15553e+01;1.00000;1.00000;6.6972e-01;4.9460e-01;0.9949;0.9983;7.22355e+02;8.13777e+02;8.87729e+00;3.23724e+01;2.6353;2.8611;-8.323789e-04;-1.829267e-03;4.756944e-04;0.001460;7.19456e-02;1.18909e+00;10.5886431;10.5887552;14.9899425;14.9899280;0109p151;0109p151w1o0015931;0109p151w2o0008792;127;123;1;1;0;0;0;0;1
