objID;RAdeg;DEdeg;XposW1;XposW2;YposW1;YposW2;FW1;FW2;e_XposW1;e_XposW2;e_YposW1;e_YposW2;e_FW1;e_FW2;q_W1;q_W2;rchi2W1;rchi2W2;fFW1;fFW2;FW1lbs;FW2lbs;e_FW1lbs;e_FW2lbs;fwhmW1;fwhmW2;SpModW1;SpModW2;e_SpModW1;e_SpModW2;skyW1;skyW2;RAW1deg;RAW2deg;DEW1deg;DEW2deg;coaddID;detIDW1;detIDW2;nmW1;nmW2;PrimW1;PrimW2;FlagsW1;FlagsW2;f_FlagsW1;f_FlagsW2;Prim
0827m334o0019514;82.1854829;-33.1399983;1254.258;1254.184;1696.751;1696.812;1.32308e+02;1.40016e+03;0.083;0.034;0.081;0.033;6.32134e+00;2.68120e+01;1.00000;1.00000;5.1299e-01;5.9010e-01;0.8745;0.9759;1.32091e+02;1.39451e+03;6.46067e+00;2.74753e+01;2.6388;2.8552;-1.720726e-03;-5.742908e-04;1.780708e-03;0.000764;-4.68713e-01;-6.96018e-01;82.1854829;82.1854274;-33.1399983;-33.1400544;0827m334;0827m334w1o0028092;0827m334w2o0018503;159;164;1;1;0;0;0;0;1
1620p605o0010146;162.3954341;60.3414227;714.845;714.855;769.106;769.044;1.15311e+03;1.38604e+03;0.011;0.034;0.010;0.032;8.22464e+00;2.62501e+01;1.00000;1.00000;1.4918e+00;1.2370e+00;0.9734;0.9753;1.15965e+03;1.39990e+03;8.37999e+00;2.68915e+01;2.6229;2.8447;-8.068085e-04;-2.013683e-03;3.053053e-04;0.000762;-1.02737e+00;-2.33308e+00;162.3954341;162.3955307;60.3414227;60.3414295;1620p605;1620p605w1o0015880;1620p605w2o0009817;182;175;1;1;0;0;0;0;1
2606p227o0023536;261.2881722;22.9268927;1300.456;1300.427;235.735;235.747;2.51535e+02;8.86556e+02;0.046;0.054;0.044;0.050;6.67717e+00;2.58595e+01;1.00000;1.00000;9.7834e-01;1.1830e+00;0.7463;0.9323;2.52460e+02;8.70276e+02;6.82940e+00;2.65438e+01;2.6356;2.8509;-1.243412e-03;-1.753807e-03;1.007826e-03;0.001139;-1.02437e+00;-5.77715e-01;261.2881722;261.2881616;22.9268927;22.9268709;2606p227;2606p227w1o0031756;2606p227w2o0021746;160;157;1;1;0;0;0;0;1
0847m031o0024066;84.7532805;-2.3616031;1897.076;1896.902;961.987;961.982;2.77460e+02;4.06483e+02;0.053;0.136;0.051;0.129;8.48366e+00;2.93359e+01;1.00000;1.00000;7.2555e-01;5.9618e-01;0.8973;0.9261;2.83640e+02;4.28468e+02;8.66790e+00;3.01006e+01;2.6205;2.8429;4.819036e-04;-1.596808e-03;1.152154e-03;0.002794;6.88348e+00;3.69951e+00;84.7532805;84.7532843;-2.3616031;-2.3617361;0847m031;0847m031w1o0030199;0847m031w2o0023225;130;132;1;1;0;0;0;0;1
1608p348o0017882;161.5709018;35.2182146;1531.904;1531.902;212.214;212.236;1.41193e+03;1.65960e+03;0.011;0.034;0.010;0.032;9.37654e+00;3.08258e+01;1.00000;1.00000;9.6250e-01;1.1436e+00;0.9983;0.9992;1.41344e+03;1.66515e+03;9.55547e+00;3.15978e+01;2.6307;2.8480;-4.934669e-04;-2.712071e-03;2.819522e-04;0.000742;-9.90900e-01;-2.55790e+00;161.5709018;161.5708805;35.2182146;35.2182134;1608p348;1608p348w1o0031527;1608p348w2o0017534;140;131;1;1;0;0;0;0;1
2512p196o0029864;250.6260282;20.3467314;1887.397;1887.342;1728.672;1728.645;1.59405e+03;1.99574e+03;0.009;0.026;0.008;0.024;9.34016e+00;2.89411e+01;1.00000;1.00000;1.3339e+00;9.3272e-01;0.9946;0.9942;1.59820e+03;1.96929e+03;9.51553e+00;2.96479e+01;2.6303;2.8462;-5.273819e-04;-5.488992e-04;2.577910e-04;0.000585;-1.32805e+00;-1.24921e+00;250.6260282;250.6260501;20.3467314;20.3466893;2512p196;2512p196w1o0043358;2512p196w2o0027974;148;148;1;1;0;0;0;0;1
0684p227o0013958;69.1149952;22.6638974;956.401;956.477;179.851;179.907;1.64132e+03;2.16824e+03;0.011;0.031;0.010;0.029;1.09386e+01;3.66153e+01;1.00000;1.00000;1.7045e+00;1.5065e+00;0.8966;0.9610;1.64208e+03;2.16962e+03;1.11512e+01;3.75317e+01;2.6339;2.8593;9.510517e-04;2.854109e-03;2.754263e-04;0.000664;-3.55853e+00;-2.05431e+00;69.1149952;69.1149489;22.6638974;22.6639559;0684p227;0684p227w1o0020493;0684p227w2o0013032;118;110;1;1;0;0;0;0;1
1745p333o0015490;174.6098623;33.5205123;1288.899;1288.906;1011.962;1011.954;2.67063e+03;3.24779e+03;0.006;0.018;0.006;0.017;1.11323e+01;3.34516e+01;1.00000;1.00000;1.7697e+00;1.5655e+00;0.9965;0.9959;2.67694e+03;3.27400e+03;1.13312e+01;3.42488e+01;2.6390;2.8592;-6.943941e-05;-1.794338e-03;1.907219e-04;0.000426;8.19758e-01;2.39068e+00;174.6098623;174.6098696;33.5205123;33.5205176;1745p333;1745p333w1o0026909;1745p333w2o0015114;139;138;1;1;0;0;0;0;1
2452p302o0009742;245.3613196;29.9993147;644.519;644.377;861.010;860.957;1.01707e+03;1.21964e+03;0.012;0.038;0.011;0.035;7.88775e+00;2.53165e+01;1.00000;1.00000;1.3106e+00;4.9824e-01;0.9849;0.9928;1.01975e+03;1.20331e+03;8.04312e+00;2.59479e+01;2.6248;2.8417;-8.775592e-04;-2.594590e-04;3.302071e-04;0.000827;-6.24988e-01;1.26014e+00;245.3613196;245.3613656;29.9993147;29.9992056;2452p302;2452p302w1o0014649;2452p302w2o0009275;183;178;1;1;0;0;0;0;1
1279p348o0009864;127.3674542;34.6647622;805.905;805.929;1617.288;1617.287;1.57820e+03;1.93839e+03;0.010;0.031;0.009;0.029;1.00838e+01;3.29438e+01;1.00000;1.00000;2.0039e+00;4.5659e-01;0.9977;0.9984;1.58027e+03;1.92419e+03;1.02777e+01;3.37607e+01;2.6214;2.8396;-5.580187e-04;-1.063943e-04;2.718066e-04;0.000677;-1.33555e+00;-7.66095e-01;127.3674542;127.3674553;34.6647622;34.6647810;1279p348;1279p348w1o0016650;1279p348w2o0009544;118;114;1;1;0;0;0;0;1
1440p287o0011922;144.2778739;28.7847731;1037.393;1037.443;705.016;704.997;1.68591e+03;2.21901e+03;0.010;0.029;0.009;0.027;1.05014e+01;3.49261e+01;1.00000;1.00000;1.2786e+00;7.4129e-01;0.9710;0.9768;1.69620e+03;2.23726e+03;1.07042e+01;3.57857e+01;2.6288;2.8445;-6.731749e-04;-1.662493e-03;2.625412e-04;0.000627;-1.29948e+00;-1.60398e+00;144.2778739;144.2778904;28.7847731;28.7848114;1440p287;1440p287w1o0021261;1440p287w2o0011619;114;108;1;1;0;0;0;0;1
1645p514o0007937;163.7934675;51.1738076;610.943;611.035;1607.587;1607.681;7.89188e+02;8.56546e+02;0.017;0.058;0.016;0.055;8.02109e+00;2.71049e+01;1.00000;1.00000;4.9755e-01;1.2750e+00;0.9810;0.9890;7.88937e+02;8.76030e+02;8.18123e+00;2.77931e+01;2.6224;2.8426;-6.081462e-04;-2.233803e-03;4.128194e-04;0.001237;-8.27202e-01;-6.28130e-01;163.7934675;163.7933518;51.1738076;51.1738773;1645p514;1645p514w1o0012977;1645p514w2o0007719;139;141;1;1;0;0;0;0;1
2366m258o0021201;235.9143937;-25.5986677;1213.263;1213.240;1913.166;1913.139;2.18721e+03;2.86648e+03;0.009;0.026;0.008;0.024;1.23230e+01;4.06804e+01;1.00000;1.00000;6.7077e-01;4.9479e-01;0.8749;0.8920;2.18961e+03;2.87954e+03;1.25483e+01;4.16636e+01;2.6274;2.8456;3.108382e-04;-7.390976e-04;2.349351e-04;0.000570;5.86725e+00;5.51839e+00;235.9143937;235.9144167;-25.5986677;-25.5986852;2366m258;2366m258w1o0027436;2366m258w2o0020049;108;98;1;1;0;0;160;0;1
0544p000o0005983;54.3612424;-0.3831577;521.904;521.998;1144.911;1144.931;4.47958e+02;6.27313e+02;0.032;0.099;0.032;0.095;8.58228e+00;3.32418e+01;1.00000;1.00000;1.0014e+00;3.9742e-01;0.9503;0.9788;4.46635e+02;6.33595e+02;8.76902e+00;3.41146e+01;2.6408;2.8530;-1.419723e-03;-1.680315e-03;7.288961e-04;0.002036;-9.31257e-01;1.37113e-01;54.3612424;54.3612273;-0.3831577;-0.3830858;0544p000;0544p000w1o0010506;0544p000w2o0005858;112;96;1;1;0;0;0;0;1
0847m031o0018582;84.5725558;-2.6733993;1488.865;1488.854;1198.338;1198.326;3.18039e+03;3.94092e+03;0.006;0.016;0.006;0.015;1.23884e+01;3.60382e+01;1.00000;1.00000;1.5451e+00;2.0211e+00;0.9860;0.9847;3.17622e+03;3.96750e+03;1.26149e+01;3.69032e+01;2.6243;2.8463;7.197261e-04;-1.835406e-03;1.759577e-04;0.000379;-2.28392e+00;-1.24672e+00;84.5725558;84.5725648;-2.6733993;-2.6734075;0847m031;0847m031w1o0023254;0847m031w2o0018172;129;131;1;1;0;0;0;0;1
1013p000o0015272;100.7361416;-0.3228111;600.883;600.875;1820.478;1820.479;6.80906e+03;6.60116e+03;0.003;0.010;0.003;0.010;1.57793e+01;4.02783e+01;1.00000;1.00000;8.6709e+00;1.0576e+00;0.9877;0.9865;6.80269e+03;6.61584e+03;1.60706e+01;4.12095e+01;2.6341;2.8519;-2.892017e-04;-8.870959e-04;1.168371e-04;0.000264;-1.26039e+01;-1.22065e+01;100.7361416;100.7361407;-0.3228111;-0.3228168;1013p000;1013p000w1o0016161;1013p000w2o0013379;144;131;1;1;0;0;0;0;1
1697p363o0009637;169.4039075;36.1598830;779.598;779.604;1379.061;1379.066;9.36874e+03;1.19539e+04;0.002;0.006;0.002;0.006;1.74018e+01;4.55464e+01;1.00000;1.00000;1.2049e+01;2.5042e+00;0.9950;0.9966;9.38603e+03;1.19706e+04;1.76881e+01;4.64784e+01;2.6282;2.8488;-3.525019e-04;-3.975034e-04;1.009878e-04;0.000176;-1.14579e+00;-1.17562e-01;169.4039075;169.4039028;36.1598830;36.1598879;1697p363;1697p363w1o0016432;1697p363w2o0009389;143;145;1;1;0;0;0;0;1
1605p272o0013215;161.1114982;27.3426136;1133.046;1133.080;386.827;386.789;6.70634e+02;7.66563e+02;0.021;0.074;0.020;0.070;8.50025e+00;3.04092e+01;1.00000;1.00000;7.8248e-01;2.5581e-01;0.9950;0.9971;6.71887e+02;7.70690e+02;8.67453e+00;3.11961e+01;2.6272;2.8454;-4.897714e-04;-1.651824e-03;5.028505e-04;0.001530;-4.65706e-01;-6.60217e-01;161.1114982;161.1115314;27.3426136;27.3426392;1605p272;1605p272w1o0023708;1605p272w2o0012927;122;120;1;1;0;0;0;0;1
1013m016o0029604;101.1793819;-1.3705021;1211.926;1211.943;1240.142;1240.135;1.23932e+06;1.26665e+06;0.001;0.002;0.001;0.002;6.84072e+02;1.58845e+03;0.08750;0.08729;2.7067e+02;2.2582e+01;0.8456;0.8641;1.28235e+06;1.23179e+06;1.01343e+03;2.08346e+03;2.6299;2.8486;6.549358e-04;3.750324e-04;1.188329e-05;0.000038;-1.40861e+01;-9.11019e+00;101.1793819;101.1793879;-1.3705021;-1.3704894;1013m016;1013m016w1o0031255;1013m016w2o0025886;1;115;1;1;97;97;24;24;1
1453p636o0024522;146.1137603;64.1771287;1773.104;1773.135;573.198;573.170;9.43374e+02;1.16433e+03;0.014;0.042;0.013;0.040;8.14454e+00;2.68381e+01;1.00000;1.00000;7.0696e-01;3.7429e-01;0.9948;0.9956;9.40497e+02;1.16183e+03;8.30326e+00;2.75097e+01;2.6311;2.8509;-4.394650e-04;-8.963346e-04;3.572983e-04;0.000913;-1.62442e+00;-2.41056e+00;146.1137603;146.1138094;64.1771287;64.1771519;1453p636;1453p636w1o0039008;1453p636w2o0023700;151;146;1;1;0;0;0;0;1
1525p075o0005659;153.2681762;7.1806915;511.689;511.669;80.732;80.707;1.20994e+03;1.43662e+03;0.013;0.042;0.012;0.039;9.58843e+00;3.28008e+01;1.00000;1.00000;1.8083e+00;5.4936e-01;0.9996;1.0000;1.20982e+03;1.44649e+03;9.77962e+00;3.36381e+01;2.6336;2.8491;-1.096904e-03;-1.000643e-03;3.262313e-04;0.000889;-6.71148e-01;-1.52301e+00;153.2681762;153.2681954;7.1806915;7.1806762;1525p075;1525p075w1o0010429;1525p075w2o0005549;127;115;1;1;0;0;0;0;1
0848m197o0022056;84.0833825;-19.3444772;1471.083;1471.084;1908.916;1908.903;4.95514e+03;7.47109e+03;0.004;0.009;0.004;0.008;1.36393e+01;3.94205e+01;1.00000;1.00000;3.0647e+00;2.4700e+00;0.9979;0.9984;4.95740e+03;7.48217e+03;1.38744e+01;4.02705e+01;2.6275;2.8435;3.584027e-04;1.353025e-05;1.381800e-04;0.000232;-1.12820e+00;-1.03777e+00;84.0833825;84.0833931;-19.3444772;-19.3444760;0848m197;0848m197w1o0031578;0848m197w2o0020673;138;137;1;1;0;0;0;0;1
2275p363o0000432;227.9011490;35.5864800;28.903;28.899;664.472;664.490;1.39081e+03;1.71615e+03;0.009;0.026;0.008;0.024;8.22675e+00;2.50512e+01;1.00000;1.00000;1.2382e+00;6.8464e-01;0.9741;0.9424;1.39298e+03;1.72014e+03;8.37000e+00;2.56303e+01;2.6202;2.8372;-1.841784e-05;-3.137589e-04;2.661893e-04;0.000600;-9.23986e-01;-1.37634e+00;227.9011490;227.9011318;35.5864800;35.5864774;2275p363;2275p363w1o0000690;2275p363w2o0000409;236;224;0;0;0;0;0;0;0
1360p196o0015616;136.3790850;19.9091086;1313.768;1313.792;557.223;557.240;1.92171e+03;2.27222e+03;0.009;0.028;0.008;0.026;1.09668e+01;3.47187e+01;1.00000;1.00000;2.4949e+00;1.4659e+00;0.9816;0.9836;1.92226e+03;2.26656e+03;1.11815e+01;3.55894e+01;2.6281;2.8440;-6.081462e-04;-1.794755e-03;2.436585e-04;0.000609;-6.95350e-01;-5.70484e-01;136.3790850;136.3790715;19.9091086;19.9091269;1360p196;1360p196w1o0027159;1360p196w2o0015097;113;115;1;1;0;0;0;0;1
1336p060o0011897;133.8301025;6.0159089;968.719;968.752;816.863;816.925;1.17346e+03;1.41971e+03;0.015;0.045;0.014;0.042;1.06021e+01;3.44471e+01;1.00000;1.00000;1.7574e+00;5.6568e-01;0.6533;0.5572;1.14110e+03;1.36300e+03;1.08176e+01;3.53193e+01;2.6204;2.8388;7.882714e-04;2.018988e-03;3.612967e-04;0.000954;1.41590e+01;-8.19302e-03;133.8301025;133.8300546;6.0159089;6.0159336;1336p060;1336p060w1o0018867;1336p060w2o0031366;121;115;1;1;33;33;0;0;1
0835m046o0021827;83.8039478;-5.0357547;378.792;378.725;684.823;684.763;4.45647e+03;5.31465e+03;0.007;0.017;0.007;0.016;1.93179e+01;5.13023e+01;1.00000;1.00000;8.8326e+01;3.9920e+01;0.9565;0.9586;4.74084e+03;6.29192e+03;1.97166e+01;5.26080e+01;2.6310;2.8570;-8.806467e-03;-1.321846e-02;1.861470e-04;0.000415;1.45333e+02;2.55828e+02;83.8039478;83.8039940;-5.0357547;-5.0358058;0835m046;0835m046w1o0030307;0835m046w2o0023605;112;120;1;1;0;130;160;160;1
2448p196o0028254;244.6676768;20.3459334;1885.189;1885.260;1186.518;1186.507;1.60369e+03;2.17563e+03;0.009;0.023;0.008;0.022;9.13974e+00;2.85545e+01;1.00000;1.00000;1.5475e+00;5.3005e-01;0.9884;0.9939;1.59811e+03;2.16613e+03;9.30805e+00;2.92237e+01;2.6203;2.8353;-4.361868e-04;6.682873e-04;2.539967e-04;0.000534;-2.77316e-01;-6.88819e-01;244.6676768;244.6676862;20.3459334;20.3459875;2448p196;2448p196w1o0042841;2448p196w2o0026855;168;167;1;1;128;0;0;0;1
2314m288o0012051;231.8942184;-29.0599947;648.635;648.659;491.181;491.194;2.79107e+03;3.89426e+03;0.007;0.019;0.007;0.017;1.25908e+01;4.01147e+01;1.00000;1.00000;1.5069e+00;6.2991e-01;0.9814;0.9850;2.78348e+03;3.87779e+03;1.28259e+01;4.10808e+01;2.6367;2.8584;1.931190e-05;-5.690455e-04;1.962549e-04;0.000419;1.74135e+00;6.35945e-01;231.8942184;231.8942077;-29.0599947;-29.0599770;2314m288;2314m288w1o0016069;2314m288w2o0010972;97;97;1;1;0;0;0;0;1
1923m107o0001256;191.9559251;-11.2987101;109.963;109.989;1474.874;1474.917;1.71564e+03;2.16443e+03;0.010;0.030;0.009;0.028;1.07121e+01;3.55817e+01;1.00000;1.00000;1.1042e+00;1.2648e+00;0.9638;0.9680;1.71581e+03;2.16292e+03;1.09164e+01;3.64708e+01;2.6231;2.8431;-3.470182e-04;-1.608014e-03;2.613346e-04;0.000657;-2.88089e-01;8.57696e-01;191.9559251;191.9558913;-11.2987101;-11.2986904;1923m107;1923m107w1o0002293;1923m107w2o0001215;107;102;1;1;0;0;0;0;1
1255p015o0022712;125.3505277;1.8409329;1450.922;1450.866;1280.168;1280.137;7.45595e+02;8.07433e+02;0.019;0.071;0.018;0.066;8.44209e+00;3.06518e+01;1.00000;1.00000;1.4310e+00;6.0053e-01;0.9833;0.9886;7.44925e+02;8.11914e+02;8.61622e+00;3.14526e+01;2.6345;2.8646;-1.662910e-03;-3.110707e-03;4.565612e-04;0.001485;-1.74312e+00;-4.41485e+00;125.3505277;125.3505512;1.8409329;1.8408900;1255p015;1255p015w1o0033110;1255p015w2o0021210;137;126;1;1;0;0;0;0;1
1013p000o0012763;100.9462134;-0.3972608;503.429;503.422;1545.453;1545.465;1.59266e+04;1.52240e+04;0.002;0.005;0.002;0.005;2.23720e+01;5.13286e+01;1.00000;1.00000;2.5449e+01;3.6098e+00;0.9820;0.9764;1.59043e+04;1.52345e+04;2.27393e+01;5.23877e+01;2.6356;2.8529;1.425147e-04;-6.087422e-04;7.581947e-05;0.000155;-1.14134e+01;-1.29482e+01;100.9462134;100.9462041;-0.3972608;-0.3972660;1013p000;1013p000w1o0013511;1013p000w2o0011197;135;130;1;1;0;0;0;0;1
1013m016o0034896;100.5889161;-1.1965386;1439.535;1439.559;2013.033;2012.987;1.53603e+06;1.62256e+06;0.001;0.002;0.001;0.002;7.55087e+02;1.79910e+03;0.07996;0.07906;5.5014e+02;1.9930e+01;0.9929;0.9851;1.56462e+06;1.56424e+06;1.16568e+03;2.42790e+03;2.6313;2.8494;9.719133e-04;3.441572e-04;9.449883e-06;0.000028;-1.16935e+01;6.81161e+00;100.5889161;100.5889513;-1.1965386;-1.1965200;1013m016;1013m016w1o0036793;1013m016w2o0030571;3;102;1;1;97;97;24;24;1
0574m016o0018718;57.3264462;-1.1197825;1540.151;1540.254;1223.446;1223.391;9.72883e+02;1.11051e+03;0.017;0.056;0.017;0.054;9.90476e+00;3.36008e+01;1.00000;1.00000;8.4652e-01;6.0468e-01;0.9873;0.9787;9.72948e+02;1.10368e+03;1.01085e+01;3.44733e+01;2.6539;2.8758;-3.570318e-05;-2.097547e-03;4.020925e-04;0.001160;-1.20783e+00;-8.66766e-01;57.3264462;57.3264884;-1.1197825;-1.1197040;0574m016;0574m016w1o0030760;0574m016w2o0018115;94;98;1;1;0;0;0;0;1
0643p302o0024073;64.1039179;30.6317814;1472.681;1472.652;1298.428;1298.448;1.67395e+03;2.05086e+03;0.010;0.031;0.010;0.030;1.06852e+01;3.54601e+01;1.00000;1.00000;3.4641e+00;1.3539e+00;0.9427;0.9518;1.68104e+03;2.05894e+03;1.09004e+01;3.63770e+01;2.6247;2.8569;-1.445293e-03;-2.353191e-03;2.689825e-04;0.000679;-2.21092e+00;-2.31822e+00;64.1039179;64.1039000;30.6317814;30.6317594;0643p302;0643p302w1o0033252;0643p302w2o0022098;116;112;1;1;0;0;0;0;1
2122p166o0024963;212.8898838;17.4252193;2028.186;2028.140;196.694;196.714;1.69214e+03;2.07255e+03;0.009;0.026;0.008;0.024;9.69272e+00;3.03644e+01;1.00000;1.00000;1.3214e+00;4.4098e-01;0.9960;0.9999;1.69637e+03;2.07204e+03;9.86911e+00;3.10892e+01;2.6188;2.8373;-3.125668e-04;-2.855062e-05;2.512006e-04;0.000592;-4.92328e-01;-1.46209e+00;212.8898838;212.8898671;17.4252193;17.4251842;2122p166;2122p166w1o0042511;2122p166w2o0024489;145;133;0;0;0;0;0;0;0
2384p484o0028748;237.4638412;49.0807046;1839.253;1839.246;1912.004;1911.942;1.23268e+03;1.56442e+03;0.009;0.025;0.008;0.023;7.54328e+00;2.23558e+01;1.00000;1.00000;2.0260e+00;1.6924e+00;0.9926;0.9935;1.23701e+03;1.57168e+03;7.68021e+00;2.28852e+01;2.6286;2.8527;-5.661845e-04;-1.535535e-03;2.807762e-04;0.000596;-5.64243e-01;-1.18752e+00;237.4638412;237.4639138;49.0807046;49.0807001;2384p484;2384p484w1o0039999;2384p484w2o0027750;306;331;1;1;128;0;0;0;1
0121p000o0009227;12.6591898;-0.0601588;944.743;945.126;292.606;292.791;4.19695e+02;6.09145e+02;0.035;0.105;0.035;0.102;8.66646e+00;3.40110e+01;1.00000;1.00000;4.3629e-01;1.2350e+00;0.8494;0.9105;4.15435e+02;6.33549e+02;8.84825e+00;3.48874e+01;2.6299;2.8582;3.480315e-04;5.351663e-03;7.725162e-04;0.002126;-1.78402e+00;-6.04229e+00;12.6591898;12.6590486;-0.0601588;-0.0598661;0121p000;0121p000w1o0017701;0121p000w2o0009131;116;103;1;1;0;0;0;0;1
2052p090o0016970;206.0620949;9.4014125;1436.671;1436.633;8.717;8.709;1.43498e+03;2.01778e+03;0.011;0.028;0.010;0.026;9.45675e+00;3.16031e+01;1.00000;1.00000;2.4089e+00;1.0579e+00;0.9941;1.0000;1.44023e+03;1.99925e+03;9.63286e+00;3.23608e+01;2.6177;2.8344;4.010797e-04;-4.830360e-04;2.798967e-04;0.000624;-1.39203e+00;2.39355e-01;206.0620949;206.0621010;9.4014125;9.4013832;2052p090;2052p090w1o0030007;2052p090w2o0016564;138;132;0;0;0;0;0;0;0
2369p499o0026161;237.3087836;50.3764742;1547.821;1547.772;683.945;683.910;1.22367e+03;1.46776e+03;0.009;0.026;0.008;0.024;7.36203e+00;2.18429e+01;1.00000;1.00000;1.1766e+00;8.2035e-01;0.9889;0.9876;1.22171e+03;1.48126e+03;7.49647e+00;2.23666e+01;2.6199;2.8423;-3.604293e-04;-5.801320e-04;2.791903e-04;0.000618;-1.51956e+00;-2.46519e+00;237.3087836;237.3088249;50.3764742;50.3764365;2369p499;2369p499w1o0036812;2369p499w2o0024678;334;331;1;1;0;0;0;0;1
2251p181o0019393;225.6602264;18.4277398;1357.273;1357.345;450.421;450.422;1.02808e+03;1.23094e+03;0.013;0.040;0.012;0.038;8.28154e+00;2.74219e+01;1.00000;1.00000;7.8569e-01;1.0157e+00;0.9935;0.9963;1.02826e+03;1.23913e+03;8.44358e+00;2.81015e+01;2.6171;2.8348;-2.754331e-04;-2.184272e-03;3.391686e-04;0.000885;-2.32194e+00;-3.94329e+00;225.6602264;225.6602253;18.4277398;18.4277949;2251p181;2251p181w1o0030526;2251p181w2o0018652;157;150;1;1;0;0;0;0;1
0964p666o0034110;96.1765931;66.4404642;768.529;768.957;1189.714;1189.931;4.76382e+03;3.65924e+03;0.005;0.020;0.005;0.020;1.88712e+01;4.50795e+01;1.00000;1.00000;2.0895e+01;2.2632e+01;0.3728;0.2583;4.78374e+03;3.64135e+03;1.91089e+01;4.58406e+01;2.6387;2.8518;-1.692176e-04;-2.564013e-03;1.955458e-04;0.000542;-1.34673e+00;-8.96742e-01;96.1765931;96.1761737;66.4404642;66.4407909;0964p666;0964p666w1o0049489;0964p666w2o0033142;143;142;1;1;0;0;0;0;1
3379p166o0009611;337.4316952;16.4212587;713.394;713.350;1728.030;1727.927;5.70353e+02;8.15443e+02;0.024;0.067;0.024;0.066;8.26737e+00;2.98625e+01;1.00000;1.00000;8.6563e-01;7.3949e-01;0.9615;0.9906;5.74110e+02;8.04358e+02;8.44101e+00;3.06313e+01;2.6359;2.8587;-1.513720e-03;-2.166629e-04;5.602058e-04;0.001407;-8.68438e-01;-1.29701e+00;337.4316952;337.4317772;16.4212587;16.4212253;3379p166;3379p166w1o0015334;3379p166w2o0009195;121;121;1;1;0;0;0;0;1
1728p590o0023274;171.8362202;59.6092012;1742.746;1742.837;1661.961;1661.959;7.46727e+02;8.98627e+02;0.017;0.052;0.016;0.050;7.58358e+00;2.57814e+01;1.00000;1.00000;8.1945e-01;9.5242e-01;0.9689;0.9769;7.53701e+02;9.13791e+02;7.73555e+00;2.64408e+01;2.6344;2.8559;-3.265738e-04;-3.958046e-03;4.137347e-04;0.001139;1.12320e+00;3.43165e+00;171.8362202;171.8362206;59.6092012;59.6092708;1728p590;1728p590w1o0037346;1728p590w2o0022536;172;162;1;1;0;0;0;0;1
1013m016o0030439;100.7256904;-1.3438279;1246.750;1246.765;1833.939;1833.958;4.67271e+03;4.33253e+03;0.004;0.015;0.004;0.014;1.39659e+01;3.69059e+01;1.00000;1.00000;5.9249e+00;2.8933e+00;0.9685;0.9682;4.69007e+03;4.38007e+03;1.42247e+01;3.78044e+01;2.6304;2.8487;-6.916523e-04;-2.153873e-03;1.435431e-04;0.000357;-1.02321e+01;-1.31604e+01;100.7256904;100.7256755;-1.3438279;-1.3438167;1013m016;1013m016w1o0032125;1013m016w2o0026597;141;127;1;1;0;0;0;0;1
0529p318o0005940;52.2633917;31.4291774;536.026;536.071;1780.931;1780.853;5.24988e+03;9.86411e+03;0.004;0.008;0.004;0.008;1.53814e+01;4.71252e+01;1.00000;1.00000;1.1430e+01;6.0007e+00;0.9880;0.9676;5.21833e+03;9.82288e+03;1.56528e+01;4.81537e+01;2.6270;2.8506;2.473295e-03;1.351714e-03;1.338842e-04;0.000206;5.42758e+01;6.61430e+01;52.2633917;52.2634616;31.4291774;31.4292121;0529p318;0529p318w1o0008021;0529p318w2o0005994;122;120;1;1;0;0;160;160;1
1683m758o0001646;166.7818769;-76.4423983;73.900;73.935;1518.496;1518.525;8.45952e+02;1.53345e+03;0.013;0.026;0.013;0.027;7.11314e+00;2.35478e+01;1.00000;1.00000;1.2877e+00;8.4967e-01;0.9303;0.9595;8.49686e+02;1.52433e+03;7.25206e+00;2.41206e+01;2.6248;2.8512;-2.456903e-04;3.353953e-04;3.561641e-04;0.000624;-4.60113e+00;-3.46223e+00;166.7818769;166.7817841;-76.4423983;-76.4423702;1683m758;1683m758w1o0001770;1683m758w2o0001467;261;264;1;1;0;0;0;0;1
0847m031o0022699;85.0388054;-2.4424021;1791.238;1791.447;588.529;588.400;4.38896e+02;4.31271e+02;0.036;0.131;0.035;0.125;9.21852e+00;2.99376e+01;1.00000;1.00000;7.9303e-01;7.3599e-01;0.8995;0.9082;4.42197e+02;4.41501e+02;9.41617e+00;3.07255e+01;2.6263;2.8487;-8.628368e-04;-8.410215e-03;7.955265e-04;0.002668;-5.84556e+00;-2.61506e+01;85.0388054;85.0389038;-2.4424021;-2.4422424;0847m031;0847m031w1o0028424;0847m031w2o0021952;121;129;1;1;0;0;0;0;1
0156p151o0023864;16.3824696;14.4920901;170.949;170.893;97.760;98.061;2.45007e+02;2.74609e+02;0.054;0.202;0.055;0.199;7.74236e+00;2.97795e+01;1.00000;1.00000;9.9106e-01;6.4126e-01;0.6938;0.6421;2.52907e+02;2.72840e+02;7.90910e+00;3.05594e+01;2.6228;2.8453;-1.288772e-03;-6.516397e-03;1.179957e-03;0.004193;-1.85724e+00;-1.60637e+00;16.3824696;16.3822315;14.4920901;14.4920476;0156p151;0156p151w1o0042013;0156p151w2o0027471;135;129;1;1;0;0;0;0;1
